Cust ID,Date of Application,Cust Segment, Application Credit Score ,Application Amount,Approved_vs_Declined,Decline Reason,Due Date - 1st Payment,`Due Date - 2nd Payment,Due Date - 3rd Payment,Actual Date - 1st Payment ,Actual Date - 2nd Payment,Actual Date - 3rd Payment,Paid Back or Defaulted
17972,04/02/2021,Low,  697 ,54,Approved,,3/6/2021,4/5/2021,5/5/2021,3/12/2021,4/5/2021,5/5/2021,Paid Back
17973,26/03/2021,Mid,  599 ,126,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17974,02/04/2021,Mid,  571 ,109,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17975,20/01/2021,Mid,  571 ,113,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17976,28/03/2021,Low,  499 ,101,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17977,07/03/2021,Low,  621 ,99,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17978,27/03/2021,High,  629 ,149,Approved,,4/26/2021,5/26/2021,6/25/2021,5/24/2021,5/26/2021,6/25/2021,Paid Back
17979,26/02/2021,High,  655 ,94,Approved,,3/28/2021,4/27/2021,5/27/2021,3/28/2021,4/27/2021,5/27/2021,Paid Back
17980,06/02/2021,Mid,  647 ,144,Approved,,3/8/2021,4/7/2021,5/7/2021,3/18/2021,4/7/2021,5/7/2021,Paid Back
17981,09/01/2021,High,  649 ,146,Approved,,2/8/2021,3/10/2021,4/9/2021,2/8/2021,3/10/2021,4/9/2021,Paid Back
17982,12/03/2021,Mid,  675 ,160,Approved,,4/11/2021,5/11/2021,6/10/2021,4/19/2021,5/11/2021,6/10/2021,Paid Back
17983,27/02/2021,High,  593 ,104,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17984,17/02/2021,High,  630 ,124,Approved,,3/19/2021,4/18/2021,5/18/2021,3/25/2021,4/18/2021,5/18/2021,Paid Back
17985,18/03/2021,High,  608 ,98,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
17986,02/02/2021,Mid,  591 ,100,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17987,09/01/2021,High,  631 ,141,Approved,,2/8/2021,3/10/2021,4/9/2021,2/22/2021,3/10/2021,4/9/2021,Paid Back
17988,05/02/2021,High,  653 ,78,Approved,,3/7/2021,4/6/2021,5/6/2021,3/7/2021,4/6/2021,5/6/2021,Paid Back
17989,11/01/2021,Low,  646 ,107,Approved,,2/10/2021,3/12/2021,4/11/2021,2/18/2021,3/12/2021,4/11/2021,Paid Back
17990,20/02/2021,Low,  652 ,129,Approved,,3/22/2021,4/21/2021,5/21/2021,3/29/2021,4/21/2021,5/21/2021,Paid Back
17991,20/03/2021,High,  566 ,108,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17992,09/03/2021,Low,  661 ,17,Approved,,4/8/2021,5/8/2021,6/7/2021,4/9/2021,5/8/2021,6/7/2021,Paid Back
17993,18/03/2021,Mid,  661 ,154,Approved,,4/17/2021,5/17/2021,6/16/2021,,,,Defaulted
17994,10/01/2021,Low,  644 ,43,Approved,,2/9/2021,3/11/2021,4/10/2021,2/9/2021,3/11/2021,4/10/2021,Paid Back
17995,05/02/2021,High,  638 ,50,Approved,,3/7/2021,4/6/2021,5/6/2021,,,,Defaulted
17996,06/02/2021,Low,  637 ,151,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17997,14/03/2021,Mid,  612 ,129,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17998,07/03/2021,Mid,  560 ,144,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
17999,18/03/2021,High,  621 ,62,Approved,,4/17/2021,5/17/2021,6/16/2021,5/27/2021,5/17/2021,6/16/2021,Paid Back
18000,12/03/2021,Mid,  538 ,122,Approved,,4/11/2021,5/11/2021,6/10/2021,5/27/2021,5/11/2021,6/10/2021,Paid Back
18001,12/01/2021,Low,  621 ,29,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18002,31/01/2021,Mid,  669 ,159,Approved,,3/2/2021,4/1/2021,5/1/2021,,,,Defaulted
18003,06/02/2021,Mid,  709 ,119,Approved,,3/8/2021,4/7/2021,5/7/2021,3/12/2021,4/7/2021,5/7/2021,Paid Back
18004,07/02/2021,Low,  629 ,101,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18005,22/03/2021,Mid,  699 ,123,Approved,,4/21/2021,5/21/2021,6/20/2021,4/22/2021,5/21/2021,6/20/2021,Paid Back
18006,19/03/2021,Mid,  579 ,135,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18007,18/01/2021,Low,  676 ,95,Approved,,2/17/2021,3/19/2021,4/18/2021,2/26/2021,3/19/2021,4/18/2021,Paid Back
18008,20/03/2021,High,  541 ,114,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18009,21/03/2021,High,  615 ,47,Approved,,4/20/2021,5/20/2021,6/19/2021,4/26/2021,5/20/2021,6/19/2021,Paid Back
18010,28/01/2021,Low,  613 ,57,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18011,06/02/2021,High,  685 ,107,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
18012,12/03/2021,Mid,  615 ,110,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
18013,12/03/2021,Low,  610 ,105,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18014,11/03/2021,Low,  658 ,87,Approved,,4/10/2021,5/10/2021,6/9/2021,4/20/2021,5/10/2021,6/9/2021,Paid Back
18015,10/02/2021,Low,  603 ,157,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18016,09/02/2021,Mid,  606 ,105,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18017,17/02/2021,Mid,  616 ,109,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18018,11/03/2021,High,  616 ,81,Approved,,4/10/2021,5/10/2021,6/9/2021,4/15/2021,5/10/2021,6/9/2021,Paid Back
18019,01/02/2021,Mid,  677 ,91,Approved,,3/3/2021,4/2/2021,5/2/2021,3/13/2021,4/2/2021,5/2/2021,Paid Back
18020,28/01/2021,High,  604 ,163,Approved,,2/27/2021,3/29/2021,4/28/2021,4/6/2021,3/29/2021,4/28/2021,Paid Back
18021,27/03/2021,Mid,  659 ,142,Approved,,4/26/2021,5/26/2021,6/25/2021,5/4/2021,5/26/2021,6/25/2021,Paid Back
18022,08/01/2021,Mid,  608 ,144,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18023,12/02/2021,Low,  654 ,86,Approved,,3/14/2021,4/13/2021,5/13/2021,3/14/2021,4/13/2021,5/13/2021,Paid Back
18024,31/03/2021,Low,  636 ,134,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18025,20/03/2021,High,  588 ,104,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18026,31/03/2021,Mid,  657 ,79,Approved,,4/30/2021,5/30/2021,6/29/2021,5/7/2021,5/30/2021,6/29/2021,Paid Back
18027,13/03/2021,Mid,  671 ,115,Approved,,4/12/2021,5/12/2021,6/11/2021,,,,Defaulted
18028,26/03/2021,High,  598 ,123,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18029,15/02/2021,Mid,  645 ,93,Approved,,3/17/2021,4/16/2021,5/16/2021,,,,Defaulted
18030,01/03/2021,Mid,  553 ,107,Approved,,3/31/2021,4/30/2021,5/30/2021,5/27/2021,4/30/2021,5/30/2021,Paid Back
18031,22/03/2021,High,  636 ,106,Approved,,4/21/2021,5/21/2021,6/20/2021,5/14/2021,5/21/2021,6/20/2021,Paid Back
18032,15/02/2021,Mid,  505 ,66,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18033,22/02/2021,Mid,  608 ,92,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18034,18/02/2021,Mid,  696 ,122,Approved,,3/20/2021,4/19/2021,5/19/2021,,,,Defaulted
18035,26/03/2021,Low,  584 ,141,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18036,08/03/2021,Low,  625 ,60,Approved,,4/7/2021,5/7/2021,6/6/2021,4/10/2021,5/7/2021,6/6/2021,Paid Back
18037,04/02/2021,Mid,  532 ,120,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18038,13/02/2021,Mid,  683 ,77,Approved,,3/15/2021,4/14/2021,5/14/2021,,,,Defaulted
18039,16/02/2021,High,  616 ,113,Approved,,3/18/2021,4/17/2021,5/17/2021,3/24/2021,4/17/2021,5/17/2021,Paid Back
18040,02/04/2021,Low,  624 ,112,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18041,29/03/2021,Mid,  603 ,153,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
18042,20/03/2021,High,  666 ,83,Approved,,4/19/2021,5/19/2021,6/18/2021,,,,Defaulted
18043,11/03/2021,Low,  610 ,97,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18044,08/02/2021,Low,  605 ,134,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18045,03/03/2021,Mid,  582 ,127,Approved,,4/2/2021,5/2/2021,6/1/2021,6/19/2021,5/2/2021,6/1/2021,Paid Back
18046,02/03/2021,Mid,  649 ,129,Approved,,4/1/2021,5/1/2021,5/31/2021,4/9/2021,5/1/2021,5/31/2021,Paid Back
18047,21/02/2021,High,  566 ,152,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18048,10/02/2021,Mid,  623 ,112,Approved,,3/12/2021,4/11/2021,5/11/2021,4/9/2021,4/11/2021,5/11/2021,Paid Back
18049,06/03/2021,Low,  624 ,92,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18050,06/03/2021,Mid,  632 ,145,Approved,,4/5/2021,5/5/2021,6/4/2021,,,,Defaulted
18051,19/01/2021,High,  598 ,107,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18052,01/04/2021,Mid,  617 ,94,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18053,14/03/2021,Mid,  611 ,97,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18054,29/01/2021,Low,  678 ,128,Approved,,2/28/2021,3/30/2021,4/29/2021,3/8/2021,3/30/2021,4/29/2021,Paid Back
18055,24/02/2021,Mid,  673 ,158,Approved,,3/26/2021,4/25/2021,5/25/2021,4/4/2021,4/25/2021,5/25/2021,Paid Back
18056,31/03/2021,Mid,  653 ,40,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
18057,25/03/2021,High,  663 ,101,Approved,,4/24/2021,5/24/2021,6/23/2021,,,,Defaulted
18058,15/02/2021,Low,  596 ,18,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18059,07/01/2021,Low,  674 ,135,Approved,,2/6/2021,3/8/2021,4/7/2021,,,,Defaulted
18060,10/02/2021,Low,  608 ,76,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18061,16/03/2021,Mid,  635 ,98,Approved,,4/15/2021,5/15/2021,6/14/2021,4/22/2021,5/15/2021,6/14/2021,Paid Back
18062,24/02/2021,Low,  612 ,130,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18063,14/01/2021,Mid,  593 ,117,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18064,12/03/2021,Low,  633 ,167,Approved,,4/11/2021,5/11/2021,6/10/2021,,,,Defaulted
18065,27/02/2021,Mid,  600 ,72,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18066,13/01/2021,Low,  623 ,136,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18067,26/01/2021,Mid,  590 ,43,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18068,25/03/2021,High,  578 ,143,Approved,,4/24/2021,5/24/2021,6/23/2021,,,,Defaulted
18069,18/03/2021,Low,  569 ,38,Approved,,4/17/2021,5/17/2021,6/16/2021,4/20/2021,5/17/2021,6/16/2021,Paid Back
18070,16/01/2021,Low,  664 ,92,Approved,,2/15/2021,3/17/2021,4/16/2021,2/21/2021,3/17/2021,4/16/2021,Paid Back
18071,17/02/2021,Low,  625 ,70,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18072,07/02/2021,Low,  634 ,113,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18073,13/03/2021,Mid,  647 ,156,Approved,,4/12/2021,5/12/2021,6/11/2021,4/16/2021,5/12/2021,6/11/2021,Paid Back
18074,26/03/2021,Mid,  645 ,142,Approved,,4/25/2021,5/25/2021,6/24/2021,4/29/2021,5/25/2021,6/24/2021,Paid Back
18075,06/03/2021,Mid,  669 ,118,Approved,,4/5/2021,5/5/2021,6/4/2021,4/7/2021,5/5/2021,6/4/2021,Paid Back
18076,08/02/2021,Low,  620 ,126,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18077,05/02/2021,Mid,  662 ,50,Approved,,3/7/2021,4/6/2021,5/6/2021,,,,Defaulted
18078,26/03/2021,Low,  569 ,45,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18079,06/02/2021,Low,  656 ,88,Approved,,3/8/2021,4/7/2021,5/7/2021,,,,Defaulted
18080,29/01/2021,Mid,  583 ,117,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18081,02/03/2021,High,  615 ,130,Approved,,4/1/2021,5/1/2021,5/31/2021,4/1/2021,5/1/2021,5/31/2021,Paid Back
18082,12/02/2021,Low,  654 ,78,Approved,,3/14/2021,4/13/2021,5/13/2021,3/15/2021,4/13/2021,5/13/2021,Paid Back
18083,21/02/2021,High,  652 ,94,Approved,,3/23/2021,4/22/2021,5/22/2021,,,,Defaulted
18084,02/04/2021,High,  690 ,75,Approved,,5/2/2021,6/1/2021,7/1/2021,,,,Defaulted
18085,06/03/2021,Mid,  663 ,43,Approved,,4/5/2021,5/5/2021,6/4/2021,,,,Defaulted
18086,28/03/2021,High,  592 ,83,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18087,15/02/2021,Mid,  622 ,122,Approved,,3/17/2021,4/16/2021,5/16/2021,4/5/2021,4/16/2021,5/16/2021,Paid Back
18088,13/03/2021,Mid,  638 ,135,Approved,,4/12/2021,5/12/2021,6/11/2021,5/17/2021,5/12/2021,6/11/2021,Paid Back
18089,12/02/2021,Low,  674 ,183,Approved,,3/14/2021,4/13/2021,5/13/2021,3/18/2021,4/13/2021,5/13/2021,Paid Back
18090,25/03/2021,Mid,  585 ,117,Approved,,4/24/2021,5/24/2021,6/23/2021,7/9/2021,5/24/2021,6/23/2021,Paid Back
18091,05/03/2021,Low,  687 ,99,Approved,,4/4/2021,5/4/2021,6/3/2021,4/6/2021,5/4/2021,6/3/2021,Paid Back
18092,18/03/2021,Mid,  600 ,111,Approved,,4/17/2021,5/17/2021,6/16/2021,4/24/2021,5/17/2021,6/16/2021,Paid Back
18093,11/02/2021,High,  588 ,89,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18094,25/02/2021,High,  630 ,113,Approved,,3/27/2021,4/26/2021,5/26/2021,3/28/2021,4/26/2021,5/26/2021,Paid Back
18095,10/02/2021,Mid,  617 ,118,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18096,26/03/2021,High,  661 ,57,Approved,,4/25/2021,5/25/2021,6/24/2021,5/1/2021,5/25/2021,6/24/2021,Paid Back
18097,19/02/2021,Low,  615 ,107,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18098,28/03/2021,Low,  589 ,141,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18099,13/03/2021,Low,  610 ,98,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18100,28/03/2021,Low,  596 ,104,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18101,10/02/2021,High,  613 ,110,Approved,,3/12/2021,4/11/2021,5/11/2021,3/24/2021,4/11/2021,5/11/2021,Paid Back
18102,18/02/2021,Low,  573 ,81,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18103,11/02/2021,Low,  608 ,74,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18104,05/02/2021,High,  610 ,53,Approved,,3/7/2021,4/6/2021,5/6/2021,,,,Defaulted
18105,11/03/2021,Mid,  576 ,122,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18106,08/03/2021,Mid,  617 ,114,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18107,11/03/2021,Low,  610 ,16,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18108,24/03/2021,Low,  698 ,72,Approved,,4/23/2021,5/23/2021,6/22/2021,,,,Defaulted
18109,03/02/2021,Low,  654 ,135,Approved,,3/5/2021,4/4/2021,5/4/2021,,,,Defaulted
18110,11/02/2021,Mid,  629 ,129,Approved,,3/13/2021,4/12/2021,5/12/2021,,,,Defaulted
18111,12/01/2021,Mid,  661 ,122,Approved,,2/11/2021,3/13/2021,4/12/2021,2/11/2021,3/13/2021,4/12/2021,Paid Back
18112,03/03/2021,Mid,  599 ,115,Approved,,4/2/2021,5/2/2021,6/1/2021,,,,Defaulted
18113,27/01/2021,High,  614 ,138,Approved,,2/26/2021,3/28/2021,4/27/2021,4/4/2021,3/28/2021,4/27/2021,Paid Back
18114,11/02/2021,Mid,  611 ,97,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18115,22/01/2021,Mid,  653 ,111,Approved,,2/21/2021,3/23/2021,4/22/2021,2/24/2021,3/23/2021,4/22/2021,Paid Back
18116,23/02/2021,Mid,  640 ,104,Approved,,3/25/2021,4/24/2021,5/24/2021,4/23/2021,4/24/2021,5/24/2021,Paid Back
18117,12/02/2021,High,  638 ,134,Approved,,3/14/2021,4/13/2021,5/13/2021,,,,Defaulted
18118,25/02/2021,High,  605 ,119,Approved,,3/27/2021,4/26/2021,5/26/2021,4/30/2021,4/26/2021,5/26/2021,Paid Back
18119,14/02/2021,Low,  621 ,158,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18120,25/02/2021,Mid,  666 ,73,Approved,,3/27/2021,4/26/2021,5/26/2021,,,,Defaulted
18121,01/04/2021,High,  635 ,138,Approved,,5/1/2021,5/31/2021,6/30/2021,5/31/2021,5/31/2021,6/30/2021,Paid Back
18122,09/01/2021,Low,  637 ,66,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18123,29/03/2021,Low,  622 ,169,Approved,,4/28/2021,5/28/2021,6/27/2021,,,,Defaulted
18124,01/04/2021,Low,  596 ,111,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18125,28/01/2021,Mid,  565 ,108,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18126,18/02/2021,Low,  607 ,109,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18127,02/04/2021,High,  593 ,91,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18128,19/02/2021,Low,  617 ,79,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18129,28/03/2021,Mid,  605 ,31,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18130,12/03/2021,Mid,  568 ,81,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18131,26/03/2021,Low,  695 ,62,Approved,,4/25/2021,5/25/2021,6/24/2021,,,,Defaulted
18132,06/03/2021,Mid,  609 ,104,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18133,26/02/2021,High,  655 ,126,Approved,,3/28/2021,4/27/2021,5/27/2021,,,,Defaulted
18134,13/02/2021,High,  574 ,116,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18135,24/03/2021,High,  637 ,81,Approved,,4/23/2021,5/23/2021,6/22/2021,4/24/2021,5/23/2021,6/22/2021,Paid Back
18136,24/02/2021,Mid,  562 ,103,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18137,25/03/2021,Low,  534 ,132,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18138,24/02/2021,Low,  649 ,109,Approved,,3/26/2021,4/25/2021,5/25/2021,3/29/2021,4/25/2021,5/25/2021,Paid Back
18139,07/02/2021,Mid,  639 ,116,Approved,,3/9/2021,4/8/2021,5/8/2021,4/6/2021,4/8/2021,5/8/2021,Paid Back
18140,25/02/2021,High,  638 ,58,Approved,,3/27/2021,4/26/2021,5/26/2021,4/10/2021,4/26/2021,5/26/2021,Paid Back
18141,07/03/2021,Low,  597 ,89,Approved,,4/6/2021,5/6/2021,6/5/2021,6/1/2021,5/6/2021,6/5/2021,Paid Back
18142,11/03/2021,Low,  565 ,149,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18143,04/02/2021,Mid,  649 ,115,Approved,,3/6/2021,4/5/2021,5/5/2021,,,,Defaulted
18144,09/03/2021,Low,  692 ,143,Approved,,4/8/2021,5/8/2021,6/7/2021,,,,Defaulted
18145,04/02/2021,Low,  631 ,133,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18146,29/03/2021,Low,  605 ,124,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18147,30/01/2021,Mid,  605 ,124,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18148,14/03/2021,Low,  578 ,98,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18149,19/02/2021,Low,  620 ,68,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18150,02/04/2021,Low,  609 ,81,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18151,11/02/2021,Low,  569 ,109,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18152,02/01/2021,Mid,  683 ,107,Approved,,2/1/2021,3/3/2021,4/2/2021,,,,Defaulted
18153,11/02/2021,Low,  611 ,75,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18154,14/01/2021,High,  602 ,115,Approved,,2/13/2021,3/15/2021,4/14/2021,,,,Defaulted
18155,11/03/2021,Mid,  608 ,100,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18156,27/01/2021,Mid,  640 ,84,Approved,,2/26/2021,3/28/2021,4/27/2021,,,,Defaulted
18157,02/04/2021,Low,  638 ,80,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18158,23/02/2021,Mid,  526 ,108,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18159,29/03/2021,High,  665 ,118,Approved,,4/28/2021,5/28/2021,6/27/2021,5/1/2021,5/28/2021,6/27/2021,Paid Back
18160,31/03/2021,Mid,  632 ,114,Approved,,4/30/2021,5/30/2021,6/29/2021,,,,Defaulted
18161,24/02/2021,Low,  608 ,91,Declined,Eligibility,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18162,04/02/2021,Mid,  661 ,61,Approved,,3/6/2021,4/5/2021,5/5/2021,3/16/2021,4/5/2021,5/5/2021,Paid Back
18163,31/01/2021,Mid,  600 ,109,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18164,01/03/2021,Low,  638 ,96,Approved,,3/31/2021,4/30/2021,5/30/2021,,,,Defaulted
18165,21/03/2021,Mid,  585 ,122,Declined,Credit Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18166,08/01/2021,Mid,  660 ,53,Approved,,2/7/2021,3/9/2021,4/8/2021,,,,Defaulted
18167,04/03/2021,High,  591 ,135,Declined,System Issue,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18168,11/02/2021,Mid,  636 ,151,Approved,,3/13/2021,4/12/2021,5/12/2021,,,,Defaulted
18169,13/03/2021,Mid,  540 ,76,Declined,Fraud Risk,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
18170,22/03/2021,Mid,  553 ,97,Declined,Compliance,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,12/30/1899,
